#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
RP11-807H7.2	1	ENST00000503625	65702202	4
RP11-809C18.4	1	ENST00000608587	668460	10
RP11-809C9.2	1	ENST00000547114	116548106	12
RP11-809C9.3	1	ENST00000622305	116562399	12
RP11-809F4.3	-1	ENST00000562617	175941037	3
RP11-809H16.2	1	ENST00000557966	68930504	15
RP11-809H16.5	1	ENST00000559870	69080879	15
RP11-80B9.4	-1	ENST00000431139	240739853	1
RP11-80F22.14	-1	ENST00000566562	35492395	16
RP11-80F22.15	-1	ENST00000562591	35506462	16
RP11-80F22.4	-1	ENST00000567902	35496457	16
RP11-80H18.4	1	ENST00000609225	58329965	3
RP11-80H5.6	-1	ENST00000428166	89650822	10
RP11-80H5.9	-1	ENST00000449882	89699671	10
RP11-80H8.3	1	ENST00000492307	143111802	3
RP11-80H8.4	1	ENST00000483262	143123362	3
RP11-80H8.4	1	ENST00000465880	143131274	3
RP11-80I3.1	1	ENST00000612217	26066675	9
RP11-80K6.2	-1	ENST00000426963	52862855	20
RP11-810B23.1	-1	ENST00000412439	36089389	10
RP11-810P12.5	-1	ENST00000524942	62082184	11
RP11-810P8.1	-1	ENST00000506852	127077762	4
RP11-812E19.3	-1	ENST00000569527	33975083	16
RP11-812E19.3	-1	ENST00000380145	33975277	16
RP11-812E19.3	-1	ENST00000561642	33976346	16
RP11-812E19.7	-1	ENST00000563019	33858864	16
RP11-813F20.2	-1	ENST00000591105	49742063	18
RP11-813I20.2	1	ENST00000554458	55748208	14
RP11-814H16.2	-1	ENST00000608029	41989237	4
RP11-815J4.1	1	ENST00000591853	12081540	18
RP11-815M8.1	-1	ENST00000433576	221918712	1
RP11-815M8.1	-1	ENST00000412445	221978523	1
RP11-816J8.1	-1	ENST00000557062	49077505	14
RP11-817G13.3	1	ENST00000622466	69154311	14
RP11-817O13.8	1	ENST00000563278	75368155	15
RP11-818C3.1	-1	ENST00000508799	189002075	4
RP11-818F20.4	1	ENST00000547554	104170395	12
RP11-819C21.1	-1	ENST00000561746	107316271	11
RP11-81A22.5	-1	ENST00000571067	4807013	17
RP11-81H14.1	-1	ENST00000612531	68427737	12
RP11-81H14.2	-1	ENST00000541707	68335781	12
RP11-81H14.2	-1	ENST00000536094	68383605	12
RP11-81H14.2	-1	ENST00000539404	68403800	12
RP11-81H14.2	-1	ENST00000536112	68432654	12
RP11-81H14.2	-1	ENST00000546086	68442216	12
RP11-81H14.2	-1	ENST00000360485	68451385	12
RP11-81H14.2	-1	ENST00000441255	68451484	12
RP11-81H14.2	-1	ENST00000542875	68451663	12
RP11-81H3.2	-1	ENST00000551210	74292534	12
RP11-81H3.2	-1	ENST00000515416	74292622	12
RP11-81H3.2	-1	ENST00000549905	74292631	12
RP11-81H3.2	-1	ENST00000548427	74292944	12
RP11-81H3.2	-1	ENST00000551726	74402535	12
RP11-820I16.1	-1	ENST00000590055	11914344	18
RP11-820L6.1	-1	ENST00000533109	122180400	11
RP11-820L6.1	-1	ENST00000532350	122203062	11
RP11-820L6.1	-1	ENST00000534782	122203062	11
RP11-820L6.1	-1	ENST00000529804	122309451	11
RP11-820L6.1	-1	ENST00000528381	122367815	11
RP11-820L6.1	-1	ENST00000529733	122367872	11
RP11-820L6.1	-1	ENST00000527474	122367973	11
RP11-820L6.1	-1	ENST00000526674	122422871	11
RP11-822E23.7	1	ENST00000584594	21519514	17
RP11-822E23.8	-1	ENST00000426261	21574303	17
RP11-822E23.8	-1	ENST00000468381	21574517	17
RP11-823E8.3	1	ENST00000611513	89351015	12
RP11-826N14.4	1	ENST00000510029	176137157	5
RP11-82L18.4	-1	ENST00000439796	89010478	9
RP11-82L7.4	-1	ENST00000560503	60118320	15
RP11-831A10.1	-1	ENST00000534423	120012158	11
RP11-831A10.2	-1	ENST00000534055	119988834	11
RP11-831A10.2	-1	ENST00000526934	119994709	11
RP11-831A10.2	-1	ENST00000524708	119995037	11
RP11-834C11.10	-1	ENST00000551732	54164452	12
RP11-834C11.11	-1	ENST00000564380	54147225	12
RP11-834C11.4	1	ENST00000508564	54126098	12
RP11-834C11.5	-1	ENST00000513381	54125830	12
RP11-834C11.5	-1	ENST00000508763	54125891	12
RP11-834C11.5	-1	ENST00000504278	54125894	12
RP11-834C11.5	-1	ENST00000505661	54125992	12
RP11-834C11.6	1	ENST00000504891	54082118	12
RP11-835E18.5	-1	ENST00000579933	5238526	18
RP11-835E18.5	-1	ENST00000581170	5238526	18
RP11-838N2.3	-1	ENST00000558690	3350559	18
RP11-838N2.4	1	ENST00000581029	3466250	18
RP11-838N2.4	1	ENST00000581442	3466250	18
RP11-838N2.4	1	ENST00000579007	3466297	18
RP11-838N2.4	1	ENST00000578664	3467241	18
RP11-838N2.5	1	ENST00000578787	3284145	18
RP11-83B20.1	1	ENST00000543970	124513222	12
RP11-83C7.1	1	ENST00000503465	38366914	4
RP11-83M16.5	-1	ENST00000507298	67646789	5
RP11-83M16.6	-1	ENST00000506819	67818322	5
RP11-83M16.6	-1	ENST00000510621	67902600	5
RP11-83N9.5	-1	ENST00000566567	136109081	9
RP11-83N9.5	-1	ENST00000563018	136109424	9
RP11-83N9.6	1	ENST00000617896	136122521	9
RP11-844P9.1	-1	ENST00000504629	176131461	5
RP11-844P9.2	-1	ENST00000513919	176148047	5
RP11-844P9.2	-1	ENST00000503307	176168038	5
RP11-844P9.2	-1	ENST00000510155	176175393	5
RP11-844P9.2	-1	ENST00000515403	176185155	5
RP11-844P9.2	-1	ENST00000510850	176185156	5
RP11-844P9.2	-1	ENST00000512260	176185180	5
RP11-844P9.2	-1	ENST00000508056	176199295	5
RP11-847H18.3	1	ENST00000537655	34037438	12
RP11-848D3.5	-1	ENST00000552996	63006541	12
RP11-848P1.3	-1	ENST00000579561	30965500	17
RP11-849F2.4	1	ENST00000585275	8337697	17
RP11-849F2.8	-1	ENST00000602405	8225480	17
RP11-849F2.9	1	ENST00000602597	8277763	17
RP11-849I19.1	-1	ENST00000572007	78977883	18
RP11-849I19.1	-1	ENST00000575722	78978843	18
RP11-849I19.1	-1	ENST00000583511	78978843	18
RP11-849I19.1	-1	ENST00000573860	78979074	18
RP11-849N15.4	-1	ENST00000580422	15417878	17
RP11-84A19.2	-1	ENST00000453837	31855568	1
RP11-84A19.4	-1	ENST00000602889	31921841	1
RP11-84C10.2	1	ENST00000555624	20919361	14
RP11-84C10.3	-1	ENST00000555642	20928580	14
RP11-84C13.1	1	ENST00000603357	89111500	4
RP11-84C13.2	1	ENST00000603220	89119284	4
RP11-84D1.2	-1	ENST00000568143	24970865	1
RP11-850F7.7	1	ENST00000552524	54682973	12
RP11-854K16.3	-1	ENST00000568414	21130095	15
RP11-855A2.5	-1	ENST00000580729	67996431	17
RP11-855O10.2	1	ENST00000506329	61588494	11
RP11-855O10.3	-1	ENST00000542121	61655702	11
RP11-856M7.4	-1	ENST00000579413	10628846	18
RP11-856M7.6	-1	ENST00000583691	10617013	18
RP11-856M7.6	-1	ENST00000584734	10626353	18
RP11-85A1.3	1	ENST00000566847	99621055	10
RP11-85B7.5	-1	ENST00000614522	9244897	17
RP11-85E16.1	-1	ENST00000608114	36734535	7
RP11-85G18.6	1	ENST00000574842	27243130	10
RP11-85G21.1	-1	ENST00000449345	157237136	1
RP11-85G21.2	-1	ENST00000434098	157288053	1
RP11-85G21.3	1	ENST00000607010	157280716	1
RP11-85I21.1	1	ENST00000484222	67296300	3
RP11-85I21.1	1	ENST00000498247	67302879	3
RP11-85L21.4	1	ENST00000608079	135059685	X
RP11-85L21.4	1	ENST00000453528	135116758	X
RP11-85L21.6	-1	ENST00000416873	135123604	X
RP11-861E21.1	1	ENST00000589843	12432897	18
RP11-862G15.1	1	ENST00000554653	92886352	14
RP11-862G15.1	1	ENST00000557689	92891424	14
RP11-862G15.1	1	ENST00000556466	92891609	14
RP11-862G15.1	1	ENST00000553485	92891617	14
RP11-862G15.2	-1	ENST00000555299	92907482	14
RP11-863P13.1	1	ENST00000563521	88177289	16
RP11-863P13.2	-1	ENST00000568587	88193667	16
RP11-863P13.3	-1	ENST00000568031	88178610	16
RP11-863P13.3	-1	ENST00000562705	88178941	16
RP11-863P13.4	-1	ENST00000378417	88100959	16
RP11-863P13.4	-1	ENST00000566351	88100985	16
RP11-863P13.5	-1	ENST00000568267	88087383	16
RP11-863P13.6	1	ENST00000566155	88087387	16
RP11-865I6.2	-1	ENST00000522354	68852763	8
RP11-866E20.3	1	ENST00000585691	60010281	18
RP11-867G2.5	1	ENST00000438416	94638038	11
RP11-867G2.6	1	ENST00000544019	94641907	11
RP11-867G2.6	1	ENST00000541293	94641930	11
RP11-867G2.6	1	ENST00000540151	94647444	11
RP11-867G2.6	1	ENST00000542479	94647479	11
RP11-867G23.10	1	ENST00000527061	66409158	11
RP11-867G23.10	1	ENST00000533759	66409194	11
RP11-867G23.10	1	ENST00000526186	66410672	11
RP11-867G23.3	-1	ENST00000501708	66278525	11
RP11-869B15.1	-1	ENST00000598393	64785620	11
RP11-86A5.1	1	ENST00000423914	25878339	X
RP11-86H7.6	-1	ENST00000413541	94592297	1
RP11-86H7.7	-1	ENST00000435559	94624184	1
RP11-871F6.3	-1	ENST00000540399	17589992	12
RP11-873E20.1	1	ENST00000590983	35716370	18
RP11-875H7.1	-1	ENST00000469806	55350915	3
RP11-875H7.2	-1	ENST00000465946	55361829	3
RP11-875H7.5	-1	ENST00000472238	55505261	3
RP11-876F14.1	1	ENST00000526154	81970994	11
RP11-879F14.1	-1	ENST00000590357	61628072	18
RP11-879F14.1	-1	ENST00000590199	61748754	18
RP11-879F14.1	-1	ENST00000590968	61748832	18
RP11-879F14.2	-1	ENST00000587754	61606657	18
RP11-879F14.2	-1	ENST00000586949	61606916	18
RP11-879F14.3	-1	ENST00000587138	61577151	18
RP11-879F14.3	-1	ENST00000585706	61579456	18
RP11-87C12.5	-1	ENST00000538710	122020014	12
RP11-87C12.5	-1	ENST00000616576	122020063	12
RP11-87C12.6	1	ENST00000618674	121874193	12
RP11-87C7.3	-1	ENST00000611364	27680566	13
RP11-87G24.3	-1	ENST00000585902	76953710	17
RP11-87G24.3	-1	ENST00000563583	76969097	17
RP11-87G24.3	-1	ENST00000564292	76969156	17
RP11-87G24.6	-1	ENST00000591422	76958222	17
RP11-87N24.3	-1	ENST00000427161	10632203	9
RP11-87P13.2	1	ENST00000550279	83171590	12
RP11-881M11.8	1	ENST00000536495	61055737	11
RP11-882G5.1	-1	ENST00000529088	97259987	11
RP11-883A18.3	1	ENST00000579385	10594590	18
RP11-883G14.1	1	ENST00000567534	50884209	16
RP11-883G14.1	1	ENST00000570245	50884209	16
RP11-883G14.2	1	ENST00000563826	51017758	16
RP11-883G14.2	1	ENST00000568607	51024897	16
RP11-883G14.3	-1	ENST00000568471	51038764	16
RP11-883G14.4	-1	ENST00000569009	51056399	16
RP11-885B4.1	-1	ENST00000540093	2771908	12
RP11-885B4.2	-1	ENST00000536497	2770455	12
RP11-885N19.6	-1	ENST00000428088	138203325	9
RP11-886D15.1	-1	ENST00000536529	104609296	11
RP11-886D15.1	-1	ENST00000545630	104609302	11
RP11-886D15.1	-1	ENST00000538641	104609321	11
RP11-888D10.3	-1	ENST00000584509	9334441	18
RP11-889D3.1	-1	ENST00000485347	55175732	3
RP11-889D3.2	1	ENST00000496829	55178172	3
RP11-88E10.4	-1	ENST00000613809	112606417	13
RP11-88E10.5	-1	ENST00000612143	112689815	13
RP11-88G17.6	-1	ENST00000358748	130144219	9
RP11-88H10.2	1	ENST00000495382	145939912	3
RP11-88H10.2	1	ENST00000482351	145939968	3
RP11-88H10.3	1	ENST00000494509	145961755	3
RP11-88H9.2	1	ENST00000442751	111989770	1
RP11-88H9.2	1	ENST00000428461	111990296	1
RP11-88H9.2	1	ENST00000438293	111990536	1
RP11-88I21.2	-1	ENST00000488425	127390670	3
RP11-890B15.2	-1	ENST00000533434	130847590	11
RP11-890B15.2	-1	ENST00000533812	130865561	11
RP11-890B15.3	-1	ENST00000525716	130870247	11
RP11-893F2.15	-1	ENST00000577175	50215357	17
RP11-893F2.5	1	ENST00000509943	50208972	17
RP11-893F2.6	1	ENST00000514468	50214694	17
RP11-895M11.3	1	ENST00000557524	91418266	14
RP11-896J10.3	-1	ENST00000521945	36519521	14
RP11-897M7.1	-1	ENST00000535133	131492951	12
RP11-897M7.4	-1	ENST00000618927	131455436	12
RP11-899L11.1	1	ENST00000566092	87212122	16
RP11-89C3.3	-1	ENST00000604700	111090368	11
RP11-89C3.4	-1	ENST00000603154	111097357	11
RP11-89F3.2	-1	ENST00000427732	145287755	1
RP11-89H19.2	1	ENST00000622535	47905122	12
RP11-89K11.1	-1	ENST00000560292	101744804	15
RP11-89K11.1	-1	ENST00000558592	101745710	15
RP11-89K21.1	-1	ENST00000560399	44923039	2
RP11-89K21.1	-1	ENST00000430847	44935359	2
RP11-89K21.1	-1	ENST00000432125	44935644	2
RP11-89K21.1	-1	ENST00000444871	44938888	2
RP11-89K21.1	-1	ENST00000437916	44939199	2
RP11-89K22.1	-1	ENST00000552425	25126998	14
RP11-89M20.2	-1	ENST00000523342	36094009	8
RP11-89M20.2	-1	ENST00000518181	36095046	8
RP11-89N17.1	1	ENST00000311067	33725981	7
RP11-89N17.3	-1	ENST00000440074	33874231	7
RP11-89N17.4	-1	ENST00000420185	33803130	7
RP11-89N17.4	-1	ENST00000440034	33803156	7
RP11-8L2.1	-1	ENST00000510016	84149288	4
RP11-8L2.1	-1	ENST00000513489	84284327	4
RP11-8L2.1	-1	ENST00000508406	84293412	4
RP11-8L21.1	1	ENST00000508829	43874367	5
RP11-8L8.2	1	ENST00000557121	101120856	14
RP11-8P11.3	1	ENST00000615095	73752317	15
RP11-8P11.3	1	ENST00000562031	73768214	15
RP11-8P11.4	-1	ENST00000620960	73731711	15
RP11-900F13.2	1	ENST00000612250	88601862	12
RP11-905K4.1	-1	ENST00000586982	35965840	18
RP11-905K4.1	-1	ENST00000589074	35966118	18
RP11-907D1.1	-1	ENST00000557211	97117886	14
RP11-907D1.1	-1	ENST00000556773	97119247	14
RP11-907D1.2	1	ENST00000557745	97116355	14
RP11-909B2.1	-1	ENST00000588074	64260055	18
RP11-90B22.1	1	ENST00000608148	33341655	10
RP11-90C1.1	-1	ENST00000547569	78442952	12
RP11-90C4.1	1	ENST00000424357	55823807	1
RP11-90C4.2	-1	ENST00000458145	55944963	1
RP11-90C4.3	1	ENST00000455010	55945087	1
RP11-90D11.1	1	ENST00000519366	95505406	8
RP11-90D4.3	1	ENST00000535746	8321876	12
RP11-90D4.3	1	ENST00000539795	8321953	12
RP11-90J7.2	1	ENST00000434440	78293842	10
RP11-90J7.4	1	ENST00000416341	78352597	10
RP11-90K6.1	1	ENST00000498032	112302478	3
RP11-90K6.1	1	ENST00000607456	112307121	3
RP11-90P13.1	-1	ENST00000567533	164972	7
RP11-916L7.1	-1	ENST00000568026	17540985	16
RP11-91G21.1	-1	ENST00000597953	143001467	3
RP11-91I20.1	1	ENST00000373384	60660820	8
RP11-91I20.2	-1	ENST00000529518	60653561	8
RP11-91I20.3	-1	ENST00000532768	60632771	8
RP11-91I20.3	-1	ENST00000526470	60636271	8
RP11-91I8.1	-1	ENST00000563503	6642478	18
RP11-91J3.2	1	ENST00000509058	187370648	4
RP11-91J3.3	1	ENST00000503677	187413564	4
RP11-91K8.5	-1	ENST00000608823	133543466	3
RP11-91K9.1	1	ENST00000436078	177816865	3
RP11-91K9.1	1	ENST00000434309	177827783	3
RP11-91N2.3	1	ENST00000445631	2541097	9
RP11-91P17.1	1	ENST00000521879	78148101	8
RP11-91P17.1	1	ENST00000520603	78152322	8
RP11-923I11.3	-1	ENST00000565518	51810600	12
RP11-923I11.4	1	ENST00000567167	51823503	12
RP11-923I11.5	1	ENST00000562996	51848223	12
RP11-923I11.6	1	ENST00000562343	51817899	12
RP11-92B11.4	1	ENST00000577569	16653904	17
RP11-92G12.3	1	ENST00000568695	200669507	1
RP11-92G19.2	1	ENST00000583985	5081182	18
RP11-92G19.2	1	ENST00000579141	5084992	18
RP11-92J19.3	1	ENST00000418875	36438616	10
RP11-92J19.3	1	ENST00000426283	36438616	10
RP11-92K15.3	-1	ENST00000607017	80033300	8
RP11-930O11.1	1	ENST00000558120	56310880	14
RP11-930O11.1	1	ENST00000560924	56310936	14
RP11-930O11.2	-1	ENST00000560296	56310761	14
RP11-930P14.2	-1	ENST00000563810	41829934	8
RP11-932A10.1	1	ENST00000556602	57355446	14
RP11-932O9.10	1	ENST00000602684	30648797	15
RP11-932O9.4	-1	ENST00000563502	30179129	15
RP11-932O9.4	-1	ENST00000567770	30179943	15
RP11-932O9.9	1	ENST00000602594	30616958	15
RP11-933H2.4	-1	ENST00000511699	131330868	3
RP11-933H2.4	-1	ENST00000441345	131361597	3
RP11-933H2.4	-1	ENST00000513905	131361611	3
RP11-933H2.4	-1	ENST00000502521	131381475	3
RP11-93G5.1	1	ENST00000617568	37934565	13
RP11-93H24.3	-1	ENST00000620372	52652279	13
RP11-93I21.3	-1	ENST00000563724	124558434	4
RP11-93K22.13	-1	ENST00000514010	130094304	3
RP11-93N20.1	1	ENST00000438619	74963314	1
RP11-941H19.3	1	ENST00000522044	80266154	8
RP11-944C7.1	-1	ENST00000550332	89631566	14
RP11-944C7.1	-1	ENST00000555560	89634082	14
RP11-944C7.1	-1	ENST00000553996	89642671	14
RP11-945A11.1	1	ENST00000534068	23730588	11
RP11-945A11.2	-1	ENST00000525512	23804598	11
RP11-945F5.1	1	ENST00000554319	45567995	14
RP11-946L16.1	-1	ENST00000553075	29148675	12
RP11-946L20.2	-1	ENST00000523557	111027392	8
RP11-946L20.2	-1	ENST00000524283	111027433	8
RP11-946L20.4	-1	ENST00000519506	111236171	8
RP11-946L20.4	-1	ENST00000522778	111236203	8
RP11-94A24.1	-1	ENST00000533992	122428551	8
RP11-94B19.1	1	ENST00000581750	76209510	18
RP11-94B19.2	1	ENST00000577258	76247725	18
RP11-94B19.3	1	ENST00000579833	76256891	18
RP11-94B19.4	1	ENST00000577797	76259166	18
RP11-94B19.5	-1	ENST00000582755	76233387	18
RP11-94B19.6	-1	ENST00000578035	76177738	18
RP11-94B19.7	-1	ENST00000579714	76255214	18
RP11-94C24.13	1	ENST00000620769	50475819	17
RP11-94C24.6	-1	ENST00000502300	50508328	17
RP11-94C24.8	-1	ENST00000509260	50538440	17
RP11-94C24.8	-1	ENST00000513017	50538754	17
RP11-94H18.1	-1	ENST00000507496	29828504	8
RP11-94H18.1	-1	ENST00000517356	29854543	8
RP11-94H18.2	1	ENST00000522967	29864644	8
RP11-94H6.1	-1	ENST00000508374	19754591	4
RP11-94I2.4	1	ENST00000614663	148021850	1
RP11-94I2.4	1	ENST00000617309	148024436	1
RP11-94L15.2	-1	ENST00000488188	39763836	17
RP11-94M14.2	1	ENST00000422206	90454170	10
RP11-94M14.2	1	ENST00000453889	90454680	10
RP11-94M14.2	1	ENST00000414903	90454698	10
RP11-94M14.3	1	ENST00000425365	90462717	10
RP11-94P11.4	-1	ENST00000528811	105531697	11
RP11-953B20.1	1	ENST00000562989	142089827	8
RP11-955H22.1	-1	ENST00000536330	127284283	12
RP11-955H22.3	-1	ENST00000545739	127340072	12
RP11-956E11.1	1	ENST00000549261	69449470	12
RP11-958F21.1	-1	ENST00000582697	24987665	18
RP11-958F21.1	-1	ENST00000580984	24987682	18
RP11-958F21.3	1	ENST00000578129	25055600	18
RP11-958J22.1	-1	ENST00000529127	45533534	11
RP11-958J22.1	-1	ENST00000525855	45542473	11
RP11-958J22.1	-1	ENST00000527642	45542474	11
RP11-958J22.1	-1	ENST00000533315	45542474	11
RP11-958J22.3	1	ENST00000525926	45582525	11
RP11-95D17.1	1	ENST00000602458	9936360	2
RP11-95H11.1	-1	ENST00000561915	206822294	2
RP11-95H3.1	-1	ENST00000563754	65176573	16
RP11-95H3.1	-1	ENST00000562742	65176713	16
RP11-95I16.2	-1	ENST00000414774	120980700	10
RP11-95I16.6	-1	ENST00000613871	120985596	10
RP11-95L3.2	-1	ENST00000438156	190698848	3
RP11-95M15.1	1	ENST00000440397	137673460	6
RP11-95M5.1	-1	ENST00000566553	14811414	3
RP11-95O2.1	-1	ENST00000589715	37236242	18
RP11-95P13.1	-1	ENST00000420762	219442642	1
RP11-95P13.2	1	ENST00000458443	219557192	1
RP11-95P2.1	-1	ENST00000571970	4251498	16
RP11-95P2.1	-1	ENST00000573268	4253779	16
RP11-95P2.1	-1	ENST00000573042	4253789	16
RP11-95P2.3	-1	ENST00000573220	4183515	16
RP11-960B9.2	-1	ENST00000571062	6189863	17
RP11-960B9.2	-1	ENST00000573698	6190541	17
RP11-960D24.1	1	ENST00000505409	28679183	11
RP11-960L18.1	1	ENST00000565674	81738248	16
RP11-960L18.1	1	ENST00000566191	81739074	16
RP11-960L18.1	1	ENST00000565272	81739082	16
RP11-960L18.1	1	ENST00000563954	81739103	16
RP11-960L18.1	1	ENST00000562180	81739303	16
RP11-960L18.1	1	ENST00000568131	81739337	16
RP11-960L18.1	1	ENST00000569731	81739626	16
RP11-962G15.1	-1	ENST00000519451	36779164	8
RP11-962G15.1	-1	ENST00000524132	36779164	8
RP11-963H4.3	1	ENST00000581910	10849541	17
RP11-963H4.3	1	ENST00000585243	10878193	17
RP11-963H4.5	1	ENST00000582334	10792059	17
RP11-966I7.2	-1	ENST00000535153	28785787	14
RP11-966I7.3	-1	ENST00000549013	28830204	14
RP11-96A1.5	-1	ENST00000518701	120040615	4
RP11-96A15.1	-1	ENST00000619313	34892535	18
RP11-96A15.1	-1	ENST00000613388	34893273	18
RP11-96A15.1	-1	ENST00000619331	34902885	18
RP11-96B2.1	-1	ENST00000530350	122489815	8
RP11-96B5.4	1	ENST00000561565	50964270	10
RP11-96C21.1	-1	ENST00000559752	70505928	15
RP11-96C23.14	1	ENST00000444180	86993432	10
RP11-96C23.5	1	ENST00000433214	86970741	10
RP11-96D24.1	1	ENST00000555636	38290953	14
RP11-96G10.1	-1	ENST00000522274	162427345	5
RP11-96H17.1	-1	ENST00000568741	63059908	16
RP11-96H17.1	-1	ENST00000563003	63129654	16
RP11-96H19.1	1	ENST00000551503	46383679	12
RP11-96H19.1	1	ENST00000551021	46384107	12
RP11-96H19.1	1	ENST00000611243	46387747	12
RP11-96L7.2	1	ENST00000450399	99183373	9
RP11-96O20.2	1	ENST00000557965	45558598	15
RP11-96O20.5	-1	ENST00000619041	45586304	15
RP11-96P7.1	1	ENST00000512279	76634998	16
RP11-973F15.2	-1	ENST00000577765	122703423	8
RP11-973H7.1	-1	ENST00000563722	12775923	18
RP11-973H7.4	-1	ENST00000589930	12749421	18
RP11-973H7.5	-1	ENST00000587889	12750068	18
RP11-976B16.1	-1	ENST00000613917	88822151	14
RP11-977P2.1	-1	ENST00000537327	28825831	12
RP11-97E7.1	-1	ENST00000399152	171564267	4
RP11-97E7.2	-1	ENST00000508977	171638763	4
RP11-97N19.3	-1	ENST00000617956	19056796	20
RP11-97O12.2	-1	ENST00000558835	88604059	15
RP11-97O12.2	-1	ENST00000506090	88604603	15
RP11-97O12.2	-1	ENST00000560368	88605110	15
RP11-97O12.7	-1	ENST00000561140	88511521	15
RP11-97O12.7	-1	ENST00000606219	88512529	15
RP11-981G7.2	1	ENST00000524047	10474565	8
RP11-981G7.2	1	ENST00000517732	10477199	8
RP11-981G7.2	1	ENST00000518098	10477870	8
RP11-981G7.3	-1	ENST00000520494	10479375	8
RP11-981G7.6	1	ENST00000606115	10486807	8
RP11-982M15.6	1	ENST00000540171	104681146	14
RP11-982M15.7	-1	ENST00000553433	104655567	14
RP11-982M15.7	-1	ENST00000554954	104655787	14
RP11-982M15.8	-1	ENST00000564585	104665558	14
RP11-983C2.2	-1	ENST00000541348	126874650	12
RP11-983C2.2	-1	ENST00000544727	126874665	12
RP11-983C2.2	-1	ENST00000507482	126874690	12
RP11-983C2.3	1	ENST00000543451	126874821	12
RP11-986G18.2	1	ENST00000613818	2740093	12
RP11-989E6.10	-1	ENST00000568752	33545812	16
RP11-989E6.3	1	ENST00000566260	32885194	16
RP11-989E6.3	1	ENST00000398669	32886226	16
RP11-989E6.3	1	ENST00000562241	32886457	16
RP11-989E6.8	1	ENST00000568904	32995537	16
RP11-989F5.1	1	ENST00000546264	130810606	12
RP11-989F5.3	-1	ENST00000542821	130812622	12
RP11-98D18.17	1	ENST00000601909	151798054	1
RP11-98G13.1	-1	ENST00000447056	193688429	1
RP11-98G7.1	-1	ENST00000441085	156456466	1
RP11-98G7.1	-1	ENST00000452465	156456577	1
RP11-98J9.1	1	ENST00000531749	13785390	11
RP11-98J9.2	-1	ENST00000530492	13879499	11
RP11-98J9.3	-1	ENST00000525381	13870616	11
RP11-98O2.1	1	ENST00000502606	138773550	4
RP11-98O2.1	1	ENST00000513400	138773588	4
RP11-991C1.1	-1	ENST00000553435	94962976	14
RP11-991C1.2	1	ENST00000554033	95048220	14
RP11-998D10.4	1	ENST00000320322	21108043	14
RP11-99A1.2	1	ENST00000590604	54879457	18
RP11-99C10.1	-1	ENST00000527345	98945079	11
RP11-99E15.2	-1	ENST00000556271	76761388	14
RP11-99H20.1	-1	ENST00000520988	82160542	8
RP11-99H20.1	-1	ENST00000520155	82160577	8
RP11-99H8.1	-1	ENST00000423187	70720289	1
RP11-99L13.1	-1	ENST00000556472	44480617	14
RP11-99L13.1	-1	ENST00000553386	44480618	14
RP11-99L13.2	-1	ENST00000557721	44393711	14
RP11-99L13.2	-1	ENST00000557506	44393716	14
RP11-9B6.1	-1	ENST00000504213	92304178	4
RP11-9F11.3	-1	ENST00000624343	24953255	22
RP11-9G1.3	-1	ENST00000506897	133096826	4
RP11-9G1.3	-1	ENST00000505289	133149113	4
RP11-9G1.3	-1	ENST00000509715	133149116	4
RP11-9M16.2	-1	ENST00000448674	114398503	9
RP13-1016M1.2	1	ENST00000608161	1550284	4
RP13-1039J1.2	-1	ENST00000466329	110408099	2
RP13-1039J1.2	-1	ENST00000498358	110423792	2
RP13-1039J1.2	-1	ENST00000469759	110433673	2
RP13-1039J1.2	-1	ENST00000489211	110434691	2
RP13-1039J1.2	-1	ENST00000483717	110434729	2
RP13-1039J1.2	-1	ENST00000490013	110435166	2
RP13-1039J1.4	-1	ENST00000488671	110433673	2
RP13-131K19.7	-1	ENST00000609473	48985963	3
RP13-16H11.2	-1	ENST00000446557	26676159	10
RP13-16H11.7	1	ENST00000454991	26643228	10
RP13-188A5.1	1	ENST00000452532	55908123	X
RP13-192B19.2	1	ENST00000569460	121871869	X
RP13-20L14.1	-1	ENST00000566971	82382690	17
RP13-210D15.4	1	ENST00000427686	135252576	X
RP13-210D15.4	1	ENST00000454551	135252792	X
RP13-212L9.1	1	ENST00000418369	91307781	X
RP13-216E22.4	1	ENST00000444482	73948973	X
RP13-221M14.2	-1	ENST00000437631	13147460	1
RP13-238F13.3	1	ENST00000440536	124447152	10
RP13-238F13.3	1	ENST00000604581	124447713	10
RP13-238F13.5	-1	ENST00000602332	124445775	10
RP13-259N13.2	1	ENST00000366376	33684755	10
RP13-262C2.3	-1	ENST00000558110	84173194	15
RP13-270P17.3	-1	ENST00000609924	3247086	18
RP13-297E16.4	1	ENST00000427886	1732584	X
RP13-297E16.4	1	ENST00000432272	1734117	X
RP13-297E16.5	1	ENST00000453953	1767347	X
RP13-298C8.3	-1	ENST00000620491	121649079	12
RP13-329D4.3	-1	ENST00000416563	26134198	20
RP13-348B13.2	1	ENST00000420327	89423738	X
RP13-348B13.2	1	ENST00000435867	89423738	X
RP13-379L11.1	-1	ENST00000441277	58072060	20
RP13-379L11.1	-1	ENST00000452842	58072070	20
RP13-379L11.2	-1	ENST00000371169	57959660	20
RP13-379L11.4	1	ENST00000616333	58003904	20
